name, len, rsq, spearman, slope, intercept
CHG_jobs/astex_1gm8 ,250,0.30945746245,0.587441575854,0.0255100126647,-215.424554011
CHG_jobs/astex_1hnn ,8,0.00710527748455,0.047619047619,0.0108056343411,84.3620385755
CHG_jobs/astex_1ia1 ,49,0.06879730262,-0.193469387755,-0.0241414279245,230.186444603
CHG_jobs/astex_1ig3 ,249,0.000842552918774,-0.0650174893121,0.00115364083785,140.49516084
CHG_jobs/astex_1j3j ,22,0.238325906842,-0.112397632271,-0.0310158462802,196.959584476
CHG_jobs/astex_1jd0 ,72,0.0137619534038,0.142775602741,0.0140378753811,-103.746482133
CHG_jobs/astex_1l7f ,247,0.128040513798,0.334977240657,0.0355666037795,-114.491783086
CHG_jobs/astex_1lpz ,250,0.0746698199549,0.261927902846,0.0254567549058,133.127374165
CHG_jobs/astex_1mmv ,250,0.0403556102605,0.23370498728,0.0153730604461,224.73893509
CHG_jobs/astex_1mzc ,250,0.121099586067,0.307815869054,0.0539830819879,76.3860689474
CHG_jobs/astex_1n1m ,44,0.820708436699,0.710218463707,0.0969302417687,64.6557331827
CHG_jobs/astex_1of6 ,173,0.120225930076,0.564147670186,0.0294922921406,42.1754810252
CHG_jobs/astex_1oq5 ,8,0.581751946133,-0.714285714286,-0.00801022842317,-159.846260348
CHG_jobs/astex_1owe ,250,0.296072095232,-0.618152947874,-0.0117165738263,186.147677655
CHG_jobs/astex_1oyt ,250,0.316229490184,0.419846670157,0.0388554237826,22.3339127215
CHG_jobs/astex_1p2y ,12,0.732941295328,0.881118881119,0.167405724599,52.0174758792
CHG_jobs/astex_1pmn ,250,0.123716581097,0.370148514376,0.0166944931212,177.411427716
CHG_jobs/astex_1q1g ,71,0.0634414193281,0.254227483472,0.0127481269801,40.5882873721
CHG_jobs/astex_1r1h ,250,0.0547180248733,0.211708347334,0.0201945440268,-100.209518492
CHG_jobs/astex_1s3v ,250,0.0294845882589,0.221426091845,0.0193180987724,40.0214218316
CHG_jobs/astex_1sj0 ,250,0.0935260536038,0.280334085345,0.0206037805316,15.3670576648
CHG_jobs/astex_1t46 ,250,0.00426023851683,-0.0825125522008,-0.00694403967619,221.95543254
CHG_jobs/astex_1tt1 ,250,0.0238074876513,0.275174578793,0.00919218695332,-27.0938917083
CHG_jobs/astex_1uou ,99,0.208098793845,0.475250463822,0.0276726559265,57.7865470963
CHG_jobs/astex_1vcj ,250,0.376472641531,0.639619449911,0.0464515506648,-48.5316005319
CHG_jobs/astex_1y6b ,250,0.286801498595,0.48652311237,0.0619504497711,49.648572443
CHG_jobs/astex_1ygc ,250,0.0567955193033,0.180217539481,0.0196521945906,-124.374629681
CHG_jobs/astex_1ywr ,250,0.0521198803958,0.271048048769,0.0157692636213,147.373645796
CHG_jobs/astex_2bm2 ,250,0.110302894425,0.318115681851,0.0561969223032,101.208460611
CHG_jobs/omegacsd_ABXBPC ,250,0.0486233943969,0.155184946959,0.00867654992612,-218.648190594
CHG_jobs/omegacsd_AURMIN ,72,0.00137130829761,0.0928056339657,0.00601982884727,179.716948615
CHG_jobs/omegacsd_BAFJEX10 ,250,0.00531029540644,-0.0699670714731,-0.00110351283189,399.367625549
CHG_jobs/omegacsd_BATROD ,250,0.104196495829,0.313931611181,0.0172488538419,174.462427573
CHG_jobs/omegacsd_BUSNIM ,54,0.831061308159,0.856527539546,0.100653398453,86.4649273485
CHG_jobs/omegacsd_CAGXEN ,70,0.987553439244,0.133410317653,0.169064910297,-308.292931599
CHG_jobs/omegacsd_CALLEG ,250,0.0237234717992,0.218782550527,0.00721472629513,82.9209387596
CHG_jobs/omegacsd_CATXIE ,250,0.116775522628,0.353411990592,0.0141563840203,-87.4816465564
CHG_jobs/omegacsd_CIXTOS ,250,0.375501851966,0.63962252196,0.0601914433091,105.022487735
CHG_jobs/omegacsd_CMPEPI ,250,0.597654443616,0.724295280983,0.0556598217269,157.005996355
CHG_jobs/omegacsd_CYCLIZ10 ,42,0.000690843532862,-0.0590713880561,0.00110657235728,191.829103568
CHG_jobs/omegacsd_DIPJAN10 ,250,0.160178659695,0.361836317381,0.0154453087989,73.4278211826
CHG_jobs/omegacsd_DIZREJ ,37,0.00960696160232,0.0218112849692,-0.00911044833792,142.16536293
CHG_jobs/omegacsd_DIZWAK ,250,0.584487846667,0.789865380809,0.0395488844689,54.7651161935
CHG_jobs/omegacsd_DUZRAR ,250,0.480059584225,0.604556616906,0.038980730002,28.1571246678
CHG_jobs/omegacsd_FAJVAN ,250,0.00149499491688,-0.0688561549189,0.00111562698726,343.307191504
CHG_jobs/omegacsd_FANRER ,250,0.0881458490726,0.182152162435,0.01275454226,8.39048469247
CHG_jobs/omegacsd_FEKYEZ ,250,0.115001753258,0.350127787718,0.0451255944765,29.1689418206
CHG_jobs/omegacsd_FEVZUB ,250,0.261993092513,0.428661697496,0.0495755327681,150.976035888
CHG_jobs/omegacsd_FOLYIO ,247,0.0539411201659,0.232801133826,0.00332109408649,69.8294888931
CHG_jobs/omegacsd_FOPMIG ,40,0.0425301447935,-0.755136507686,-0.000415261318752,-116.471477501
CHG_jobs/omegacsd_FUPFIF ,63,0.132645411789,0.384024577573,0.0226952000759,108.184217984
CHG_jobs/omegacsd_GALMOV ,250,0.630829610122,0.822316380601,0.028041313464,-8.06556502417
CHG_jobs/omegacsd_GEKWAU ,250,0.0854350559624,0.424978692447,0.0128545749932,174.573213478
CHG_jobs/omegacsd_HEPYAC ,250,0.187217939693,0.450482388703,0.0264666269096,19.254812384
CHG_jobs/omegacsd_HEVJAT ,250,0.0272000212385,0.152084856567,0.0442866170462,-126.062576295
CHG_jobs/omegacsd_JUBJOF ,250,0.0016825346266,-0.0642148936946,-0.00129801265629,119.839062638
CHG_jobs/omegacsd_KEMHOZ ,30,0.00238147462126,-0.130826566612,-0.00577432282344,80.8569953308
CHG_jobs/omegacsd_PEPHEX ,250,0.269254201564,0.635307060913,0.0397920871989,-18.6633043832
CHG_jobs/omegacsd_PONXUL ,249,0.113413152635,0.331096449883,0.0190827572096,59.1980553037
CHG_jobs/omegacsd_SAGWOM ,250,1.158188212e-05,-0.0561106045429,0.000113447514796,-56.3246397814
CHG_jobs/omegacsd_SAWZUL ,250,0.368056778581,0.569837085393,0.0526528261957,184.856354185
CHG_jobs/omegacsd_SIHGIZ ,250,0.239872737694,0.438610066187,0.0217198217129,95.8993560618
CHG_jobs/omegacsd_SUKPET ,250,0.198711206108,0.379821629146,0.0546921199389,125.271150175
CHG_jobs/omegacsd_TAZXAT ,250,0.16506385813,-0.412257634429,-0.0406611261537,541.815768832
CHG_jobs/omegacsd_TEKBIU ,250,0.367448801841,0.291538024362,0.0290106982145,25.9609906244
CHG_jobs/omegacsd_VIMYUL ,249,0.485467182151,0.68145524319,0.0394377476229,-48.3574874879
CHG_jobs/omegacsd_VURTOR ,250,0.194761245117,0.387579693352,0.0708289711057,142.233288668
CHG_jobs/omegacsd_WEBCOV ,199,0.515146704041,0.735622049642,0.0350775346562,35.6351935247
CHG_jobs/omegacsd_WIDDIW ,103,0.0137378163964,0.211615921716,0.0237779830024,122.191070466
CHG_jobs/omegacsd_YAYDEH ,92,0.752603217537,0.724427045605,0.0363126610605,-27.3625333478
CHG_jobs/omegacsd_YIHJAA ,250,0.403204919434,0.640130039891,0.0458297189543,70.1848121856
CHG_jobs/omegapdb_1g4s ,248,0.0517398317661,0.190229115496,0.0239794454872,-74.5329412244
CHG_jobs/omegapdb_1gj6 ,108,0.992231710777,-0.76508401512,-0.0552074165671,256.106794872
CHG_jobs/omegapdb_1n2b ,69,0.357566354481,-0.62585308854,-0.0417777109467,-243.034613689
CHG_jobs/omegapdb_1nnk ,250,0.00348219489135,0.35559328204,0.00108762419365,-184.188038147
CHG_jobs/omegapdb_1o2q ,249,0.48343018674,-0.466368622763,-0.0304085522104,22.256867952
CHG_jobs/omegapdb_1o37 ,250,0.22093732867,0.306239700229,0.0153344716006,206.069944404
CHG_jobs/omegapdb_1o3l ,250,0.039274261986,-0.322094678726,-0.0194107420867,-37.8906808907
CHG_jobs/omegapdb_1o3m ,180,0.666148069632,0.579837288798,0.245795267445,-229.523964876
CHG_jobs/omegapdb_1pa9 ,153,0.0550152698149,0.27455884792,0.0112025100612,-191.814868023
CHG_jobs/omegapdb_1r4p ,250,0.00354182760588,-0.114487811622,0.00414889846887,-78.6615500013
CHG_jobs/omegapdb_1rf6 ,250,0.0131699537415,0.155361589785,0.00168547848152,-127.171467657
CHG_jobs/omegapdb_1w4l ,250,0.160268236197,0.368798348774,0.0429502226449,-80.2326142336
CHG_jobs/omegapdb_2aj8 ,132,0.041467228278,0.229489164596,0.00658768261918,123.963451106
CHG_jobs/omegapdb_2fm0 ,250,0.000844572306397,0.0467293236692,0.00101908594502,-443.623417118
CHG_jobs/omegapdb_2j47 ,250,0.425635257308,0.717143378294,0.0332081179252,-49.3583794326
Neutral_jobs/astex_1g9v ,250,0.049461492009,0.208474247588,0.0129561436552,-163.474336472
Neutral_jobs/astex_1gkc ,250,0.233613101924,0.521836417575,0.0334854176566,-198.03508566
Neutral_jobs/astex_1hp0 ,35,0.0196107500662,-0.0943977591036,-0.0155813693212,-108.178689234
Neutral_jobs/astex_1hq2 ,12,0.095648209401,-0.0559440559441,-0.00664405605744,-36.0654746553
Neutral_jobs/astex_1hvy ,250,0.0633862258518,0.283350837613,0.00897342362734,-213.773212385
Neutral_jobs/astex_1hwi ,250,6.01690681962e-06,-0.109245523928,7.53457492898e-05,-179.400012598
Neutral_jobs/astex_1jje ,250,0.241721788951,0.368392838285,0.0129414352728,-216.235993075
Neutral_jobs/astex_1jla ,250,0.000177822803456,0.00128142874889,0.00102009612699,-92.9815593595
Neutral_jobs/astex_1k3u ,250,0.207244144568,0.423647179695,0.0195994531597,-194.372434297
Neutral_jobs/astex_1ke5 ,250,0.00250180148521,0.0472858030461,-0.0123596995909,-40.0747898974
Neutral_jobs/astex_1kzk ,250,0.0343337138728,0.158932078913,0.00953455732688,-186.836508734
Neutral_jobs/astex_1l2s ,250,0.0241939361696,0.246198432255,0.00747366867191,-120.274269928
Neutral_jobs/astex_1lrh ,129,0.169249280165,0.568683299884,0.0244969226884,-58.7001456268
Neutral_jobs/astex_1m2z ,108,0.0293390553938,0.287137862376,0.0186237995626,-282.755739004
Neutral_jobs/astex_1meh ,250,0.0758066059218,0.301187923007,0.00873462318921,-250.813151585
Neutral_jobs/astex_1n2j ,89,0.00183596075463,-0.0300476676881,-0.00260722358214,-195.305363249
Neutral_jobs/astex_1n2v ,94,0.300229888587,0.633960437545,0.0280037280231,-47.8263196988
Neutral_jobs/astex_1n46 ,106,0.366432840786,0.70171045671,0.031363034313,-113.288257682
Neutral_jobs/astex_1nav ,250,0.00048798027885,0.0750267364278,-0.000796837797732,-157.188255611
Neutral_jobs/astex_1of1 ,36,0.00770001810771,-0.0236808236808,0.00548536449095,-156.240677228
